patch_num,patch_size,patch_id,patch_index,patch_location_x,patch_location_y,global_habitat_num,habitat_id,habitat_index,habitat_x_location,habitat_y_location
1,1024,patch1,0,16.0,16.0,1024,h64,64,3,1
1,1024,patch1,0,16.0,16.0,1024,h65,65,3,2
1,1024,patch1,0,16.0,16.0,1024,h66,66,3,3
1,1024,patch1,0,16.0,16.0,1024,h67,67,3,4
1,1024,patch1,0,16.0,16.0,1024,h68,68,3,5
1,1024,patch1,0,16.0,16.0,1024,h69,69,3,6
1,1024,patch1,0,16.0,16.0,1024,h70,70,3,7
1,1024,patch1,0,16.0,16.0,1024,h71,71,3,8
1,1024,patch1,0,16.0,16.0,1024,h72,72,3,9
1,1024,patch1,0,16.0,16.0,1024,h73,73,3,10
1,1024,patch1,0,16.0,16.0,1024,h74,74,3,11
1,1024,patch1,0,16.0,16.0,1024,h75,75,3,12
1,1024,patch1,0,16.0,16.0,1024,h76,76,3,13
1,1024,patch1,0,16.0,16.0,1024,h77,77,3,14
1,1024,patch1,0,16.0,16.0,1024,h78,78,3,15
1,1024,patch1,0,16.0,16.0,1024,h79,79,3,16
1,1024,patch1,0,16.0,16.0,1024,h80,80,3,17
1,1024,patch1,0,16.0,16.0,1024,h81,81,3,18
1,1024,patch1,0,16.0,16.0,1024,h82,82,3,19
1,1024,patch1,0,16.0,16.0,1024,h83,83,3,20
1,1024,patch1,0,16.0,16.0,1024,h84,84,3,21
1,1024,patch1,0,16.0,16.0,1024,h85,85,3,22
1,1024,patch1,0,16.0,16.0,1024,h86,86,3,23
1,1024,patch1,0,16.0,16.0,1024,h87,87,3,24
1,1024,patch1,0,16.0,16.0,1024,h88,88,3,25
1,1024,patch1,0,16.0,16.0,1024,h89,89,3,26
1,1024,patch1,0,16.0,16.0,1024,h90,90,3,27
1,1024,patch1,0,16.0,16.0,1024,h91,91,3,28
1,1024,patch1,0,16.0,16.0,1024,h92,92,3,29
1,1024,patch1,0,16.0,16.0,1024,h93,93,3,30
1,1024,patch1,0,16.0,16.0,1024,h94,94,3,31
1,1024,patch1,0,16.0,16.0,1024,h95,95,3,32
1,1024,patch1,0,16.0,16.0,1024,h96,96,4,1
1,1024,patch1,0,16.0,16.0,1024,h97,97,4,2
1,1024,patch1,0,16.0,16.0,1024,h98,98,4,3
1,1024,patch1,0,16.0,16.0,1024,h99,99,4,4
1,1024,patch1,0,16.0,16.0,1024,h100,100,4,5
1,1024,patch1,0,16.0,16.0,1024,h101,101,4,6
1,1024,patch1,0,16.0,16.0,1024,h102,102,4,7
1,1024,patch1,0,16.0,16.0,1024,h103,103,4,8
1,1024,patch1,0,16.0,16.0,1024,h104,104,4,9
1,1024,patch1,0,16.0,16.0,1024,h105,105,4,10
1,1024,patch1,0,16.0,16.0,1024,h106,106,4,11
1,1024,patch1,0,16.0,16.0,1024,h107,107,4,12
1,1024,patch1,0,16.0,16.0,1024,h108,108,4,13
1,1024,patch1,0,16.0,16.0,1024,h109,109,4,14
1,1024,patch1,0,16.0,16.0,1024,h110,110,4,15
1,1024,patch1,0,16.0,16.0,1024,h111,111,4,16
1,1024,patch1,0,16.0,16.0,1024,h112,112,4,17
1,1024,patch1,0,16.0,16.0,1024,h113,113,4,18
1,1024,patch1,0,16.0,16.0,1024,h114,114,4,19
1,1024,patch1,0,16.0,16.0,1024,h115,115,4,20
1,1024,patch1,0,16.0,16.0,1024,h116,116,4,21
1,1024,patch1,0,16.0,16.0,1024,h117,117,4,22
1,1024,patch1,0,16.0,16.0,1024,h118,118,4,23
1,1024,patch1,0,16.0,16.0,1024,h119,119,4,24
1,1024,patch1,0,16.0,16.0,1024,h120,120,4,25
1,1024,patch1,0,16.0,16.0,1024,h121,121,4,26
1,1024,patch1,0,16.0,16.0,1024,h122,122,4,27
1,1024,patch1,0,16.0,16.0,1024,h123,123,4,28
1,1024,patch1,0,16.0,16.0,1024,h124,124,4,29
1,1024,patch1,0,16.0,16.0,1024,h125,125,4,30
1,1024,patch1,0,16.0,16.0,1024,h126,126,4,31
1,1024,patch1,0,16.0,16.0,1024,h127,127,4,32
1,1024,patch1,0,16.0,16.0,1024,h128,128,5,1
1,1024,patch1,0,16.0,16.0,1024,h129,129,5,2
1,1024,patch1,0,16.0,16.0,1024,h130,130,5,3
1,1024,patch1,0,16.0,16.0,1024,h131,131,5,4
1,1024,patch1,0,16.0,16.0,1024,h132,132,5,5
1,1024,patch1,0,16.0,16.0,1024,h133,133,5,6
1,1024,patch1,0,16.0,16.0,1024,h134,134,5,7
1,1024,patch1,0,16.0,16.0,1024,h135,135,5,8
1,1024,patch1,0,16.0,16.0,1024,h136,136,5,9
1,1024,patch1,0,16.0,16.0,1024,h137,137,5,10
1,1024,patch1,0,16.0,16.0,1024,h138,138,5,11
1,1024,patch1,0,16.0,16.0,1024,h139,139,5,12
1,1024,patch1,0,16.0,16.0,1024,h140,140,5,13
1,1024,patch1,0,16.0,16.0,1024,h141,141,5,14
1,1024,patch1,0,16.0,16.0,1024,h142,142,5,15
1,1024,patch1,0,16.0,16.0,1024,h143,143,5,16
1,1024,patch1,0,16.0,16.0,1024,h144,144,5,17
1,1024,patch1,0,16.0,16.0,1024,h145,145,5,18
1,1024,patch1,0,16.0,16.0,1024,h146,146,5,19
1,1024,patch1,0,16.0,16.0,1024,h147,147,5,20
1,1024,patch1,0,16.0,16.0,1024,h148,148,5,21
1,1024,patch1,0,16.0,16.0,1024,h149,149,5,22
1,1024,patch1,0,16.0,16.0,1024,h150,150,5,23
1,1024,patch1,0,16.0,16.0,1024,h151,151,5,24
1,1024,patch1,0,16.0,16.0,1024,h152,152,5,25
1,1024,patch1,0,16.0,16.0,1024,h153,153,5,26
1,1024,patch1,0,16.0,16.0,1024,h154,154,5,27
1,1024,patch1,0,16.0,16.0,1024,h155,155,5,28
1,1024,patch1,0,16.0,16.0,1024,h156,156,5,29
1,1024,patch1,0,16.0,16.0,1024,h157,157,5,30
1,1024,patch1,0,16.0,16.0,1024,h158,158,5,31
1,1024,patch1,0,16.0,16.0,1024,h159,159,5,32
1,1024,patch1,0,16.0,16.0,1024,h160,160,6,1
1,1024,patch1,0,16.0,16.0,1024,h161,161,6,2
1,1024,patch1,0,16.0,16.0,1024,h162,162,6,3
1,1024,patch1,0,16.0,16.0,1024,h163,163,6,4
1,1024,patch1,0,16.0,16.0,1024,h164,164,6,5
1,1024,patch1,0,16.0,16.0,1024,h165,165,6,6
1,1024,patch1,0,16.0,16.0,1024,h166,166,6,7
1,1024,patch1,0,16.0,16.0,1024,h167,167,6,8
1,1024,patch1,0,16.0,16.0,1024,h168,168,6,9
1,1024,patch1,0,16.0,16.0,1024,h169,169,6,10
1,1024,patch1,0,16.0,16.0,1024,h170,170,6,11
1,1024,patch1,0,16.0,16.0,1024,h171,171,6,12
1,1024,patch1,0,16.0,16.0,1024,h172,172,6,13
1,1024,patch1,0,16.0,16.0,1024,h173,173,6,14
1,1024,patch1,0,16.0,16.0,1024,h174,174,6,15
1,1024,patch1,0,16.0,16.0,1024,h175,175,6,16
1,1024,patch1,0,16.0,16.0,1024,h176,176,6,17
1,1024,patch1,0,16.0,16.0,1024,h177,177,6,18
1,1024,patch1,0,16.0,16.0,1024,h178,178,6,19
1,1024,patch1,0,16.0,16.0,1024,h179,179,6,20
1,1024,patch1,0,16.0,16.0,1024,h180,180,6,21
1,1024,patch1,0,16.0,16.0,1024,h181,181,6,22
1,1024,patch1,0,16.0,16.0,1024,h182,182,6,23
1,1024,patch1,0,16.0,16.0,1024,h183,183,6,24
1,1024,patch1,0,16.0,16.0,1024,h184,184,6,25
1,1024,patch1,0,16.0,16.0,1024,h185,185,6,26
1,1024,patch1,0,16.0,16.0,1024,h186,186,6,27
1,1024,patch1,0,16.0,16.0,1024,h187,187,6,28
1,1024,patch1,0,16.0,16.0,1024,h188,188,6,29
1,1024,patch1,0,16.0,16.0,1024,h189,189,6,30
1,1024,patch1,0,16.0,16.0,1024,h190,190,6,31
1,1024,patch1,0,16.0,16.0,1024,h191,191,6,32
1,1024,patch1,0,16.0,16.0,1024,h192,192,7,1
1,1024,patch1,0,16.0,16.0,1024,h193,193,7,2
1,1024,patch1,0,16.0,16.0,1024,h194,194,7,3
1,1024,patch1,0,16.0,16.0,1024,h195,195,7,4
1,1024,patch1,0,16.0,16.0,1024,h196,196,7,5
1,1024,patch1,0,16.0,16.0,1024,h197,197,7,6
1,1024,patch1,0,16.0,16.0,1024,h198,198,7,7
1,1024,patch1,0,16.0,16.0,1024,h199,199,7,8
1,1024,patch1,0,16.0,16.0,1024,h200,200,7,9
1,1024,patch1,0,16.0,16.0,1024,h201,201,7,10
1,1024,patch1,0,16.0,16.0,1024,h202,202,7,11
1,1024,patch1,0,16.0,16.0,1024,h203,203,7,12
1,1024,patch1,0,16.0,16.0,1024,h204,204,7,13
1,1024,patch1,0,16.0,16.0,1024,h205,205,7,14
1,1024,patch1,0,16.0,16.0,1024,h206,206,7,15
1,1024,patch1,0,16.0,16.0,1024,h207,207,7,16
1,1024,patch1,0,16.0,16.0,1024,h208,208,7,17
1,1024,patch1,0,16.0,16.0,1024,h209,209,7,18
1,1024,patch1,0,16.0,16.0,1024,h210,210,7,19
1,1024,patch1,0,16.0,16.0,1024,h211,211,7,20
1,1024,patch1,0,16.0,16.0,1024,h212,212,7,21
1,1024,patch1,0,16.0,16.0,1024,h213,213,7,22
1,1024,patch1,0,16.0,16.0,1024,h214,214,7,23
1,1024,patch1,0,16.0,16.0,1024,h215,215,7,24
1,1024,patch1,0,16.0,16.0,1024,h216,216,7,25
1,1024,patch1,0,16.0,16.0,1024,h217,217,7,26
1,1024,patch1,0,16.0,16.0,1024,h218,218,7,27
1,1024,patch1,0,16.0,16.0,1024,h219,219,7,28
1,1024,patch1,0,16.0,16.0,1024,h220,220,7,29
1,1024,patch1,0,16.0,16.0,1024,h221,221,7,30
1,1024,patch1,0,16.0,16.0,1024,h222,222,7,31
1,1024,patch1,0,16.0,16.0,1024,h223,223,7,32
1,1024,patch1,0,16.0,16.0,1024,h224,224,8,1
1,1024,patch1,0,16.0,16.0,1024,h225,225,8,2
1,1024,patch1,0,16.0,16.0,1024,h226,226,8,3
1,1024,patch1,0,16.0,16.0,1024,h227,227,8,4
1,1024,patch1,0,16.0,16.0,1024,h228,228,8,5
1,1024,patch1,0,16.0,16.0,1024,h229,229,8,6
1,1024,patch1,0,16.0,16.0,1024,h230,230,8,7
1,1024,patch1,0,16.0,16.0,1024,h231,231,8,8
1,1024,patch1,0,16.0,16.0,1024,h232,232,8,9
1,1024,patch1,0,16.0,16.0,1024,h233,233,8,10
1,1024,patch1,0,16.0,16.0,1024,h234,234,8,11
1,1024,patch1,0,16.0,16.0,1024,h235,235,8,12
1,1024,patch1,0,16.0,16.0,1024,h236,236,8,13
1,1024,patch1,0,16.0,16.0,1024,h237,237,8,14
1,1024,patch1,0,16.0,16.0,1024,h238,238,8,15
1,1024,patch1,0,16.0,16.0,1024,h239,239,8,16
1,1024,patch1,0,16.0,16.0,1024,h240,240,8,17
1,1024,patch1,0,16.0,16.0,1024,h241,241,8,18
1,1024,patch1,0,16.0,16.0,1024,h242,242,8,19
1,1024,patch1,0,16.0,16.0,1024,h243,243,8,20
1,1024,patch1,0,16.0,16.0,1024,h244,244,8,21
1,1024,patch1,0,16.0,16.0,1024,h245,245,8,22
1,1024,patch1,0,16.0,16.0,1024,h246,246,8,23
1,1024,patch1,0,16.0,16.0,1024,h247,247,8,24
1,1024,patch1,0,16.0,16.0,1024,h248,248,8,25
1,1024,patch1,0,16.0,16.0,1024,h249,249,8,26
1,1024,patch1,0,16.0,16.0,1024,h250,250,8,27
1,1024,patch1,0,16.0,16.0,1024,h251,251,8,28
1,1024,patch1,0,16.0,16.0,1024,h252,252,8,29
1,1024,patch1,0,16.0,16.0,1024,h253,253,8,30
1,1024,patch1,0,16.0,16.0,1024,h254,254,8,31
1,1024,patch1,0,16.0,16.0,1024,h255,255,8,32
1,1024,patch1,0,16.0,16.0,1024,h256,256,9,1
1,1024,patch1,0,16.0,16.0,1024,h257,257,9,2
1,1024,patch1,0,16.0,16.0,1024,h258,258,9,3
1,1024,patch1,0,16.0,16.0,1024,h259,259,9,4
1,1024,patch1,0,16.0,16.0,1024,h260,260,9,5
1,1024,patch1,0,16.0,16.0,1024,h261,261,9,6
1,1024,patch1,0,16.0,16.0,1024,h262,262,9,7
1,1024,patch1,0,16.0,16.0,1024,h263,263,9,8
1,1024,patch1,0,16.0,16.0,1024,h264,264,9,9
1,1024,patch1,0,16.0,16.0,1024,h265,265,9,10
1,1024,patch1,0,16.0,16.0,1024,h266,266,9,11
1,1024,patch1,0,16.0,16.0,1024,h267,267,9,12
1,1024,patch1,0,16.0,16.0,1024,h268,268,9,13
1,1024,patch1,0,16.0,16.0,1024,h269,269,9,14
1,1024,patch1,0,16.0,16.0,1024,h270,270,9,15
1,1024,patch1,0,16.0,16.0,1024,h271,271,9,16
1,1024,patch1,0,16.0,16.0,1024,h272,272,9,17
1,1024,patch1,0,16.0,16.0,1024,h273,273,9,18
1,1024,patch1,0,16.0,16.0,1024,h274,274,9,19
1,1024,patch1,0,16.0,16.0,1024,h275,275,9,20
1,1024,patch1,0,16.0,16.0,1024,h276,276,9,21
1,1024,patch1,0,16.0,16.0,1024,h277,277,9,22
1,1024,patch1,0,16.0,16.0,1024,h278,278,9,23
1,1024,patch1,0,16.0,16.0,1024,h279,279,9,24
1,1024,patch1,0,16.0,16.0,1024,h280,280,9,25
1,1024,patch1,0,16.0,16.0,1024,h281,281,9,26
1,1024,patch1,0,16.0,16.0,1024,h282,282,9,27
1,1024,patch1,0,16.0,16.0,1024,h283,283,9,28
1,1024,patch1,0,16.0,16.0,1024,h284,284,9,29
1,1024,patch1,0,16.0,16.0,1024,h285,285,9,30
1,1024,patch1,0,16.0,16.0,1024,h286,286,9,31
1,1024,patch1,0,16.0,16.0,1024,h287,287,9,32
1,1024,patch1,0,16.0,16.0,1024,h288,288,10,1
1,1024,patch1,0,16.0,16.0,1024,h289,289,10,2
1,1024,patch1,0,16.0,16.0,1024,h290,290,10,3
1,1024,patch1,0,16.0,16.0,1024,h291,291,10,4
1,1024,patch1,0,16.0,16.0,1024,h292,292,10,5
1,1024,patch1,0,16.0,16.0,1024,h293,293,10,6
1,1024,patch1,0,16.0,16.0,1024,h294,294,10,7
1,1024,patch1,0,16.0,16.0,1024,h295,295,10,8
1,1024,patch1,0,16.0,16.0,1024,h296,296,10,9
1,1024,patch1,0,16.0,16.0,1024,h297,297,10,10
1,1024,patch1,0,16.0,16.0,1024,h298,298,10,11
1,1024,patch1,0,16.0,16.0,1024,h299,299,10,12
1,1024,patch1,0,16.0,16.0,1024,h300,300,10,13
1,1024,patch1,0,16.0,16.0,1024,h301,301,10,14
1,1024,patch1,0,16.0,16.0,1024,h302,302,10,15
1,1024,patch1,0,16.0,16.0,1024,h303,303,10,16
1,1024,patch1,0,16.0,16.0,1024,h304,304,10,17
1,1024,patch1,0,16.0,16.0,1024,h305,305,10,18
1,1024,patch1,0,16.0,16.0,1024,h306,306,10,19
1,1024,patch1,0,16.0,16.0,1024,h307,307,10,20
1,1024,patch1,0,16.0,16.0,1024,h308,308,10,21
1,1024,patch1,0,16.0,16.0,1024,h309,309,10,22
1,1024,patch1,0,16.0,16.0,1024,h310,310,10,23
1,1024,patch1,0,16.0,16.0,1024,h311,311,10,24
1,1024,patch1,0,16.0,16.0,1024,h312,312,10,25
1,1024,patch1,0,16.0,16.0,1024,h313,313,10,26
1,1024,patch1,0,16.0,16.0,1024,h314,314,10,27
1,1024,patch1,0,16.0,16.0,1024,h315,315,10,28
1,1024,patch1,0,16.0,16.0,1024,h316,316,10,29
1,1024,patch1,0,16.0,16.0,1024,h317,317,10,30
1,1024,patch1,0,16.0,16.0,1024,h318,318,10,31
1,1024,patch1,0,16.0,16.0,1024,h319,319,10,32
1,1024,patch1,0,16.0,16.0,1024,h320,320,11,1
1,1024,patch1,0,16.0,16.0,1024,h321,321,11,2
1,1024,patch1,0,16.0,16.0,1024,h322,322,11,3
1,1024,patch1,0,16.0,16.0,1024,h323,323,11,4
1,1024,patch1,0,16.0,16.0,1024,h324,324,11,5
1,1024,patch1,0,16.0,16.0,1024,h325,325,11,6
1,1024,patch1,0,16.0,16.0,1024,h326,326,11,7
1,1024,patch1,0,16.0,16.0,1024,h327,327,11,8
1,1024,patch1,0,16.0,16.0,1024,h328,328,11,9
1,1024,patch1,0,16.0,16.0,1024,h329,329,11,10
1,1024,patch1,0,16.0,16.0,1024,h330,330,11,11
1,1024,patch1,0,16.0,16.0,1024,h331,331,11,12
1,1024,patch1,0,16.0,16.0,1024,h332,332,11,13
1,1024,patch1,0,16.0,16.0,1024,h333,333,11,14
1,1024,patch1,0,16.0,16.0,1024,h334,334,11,15
1,1024,patch1,0,16.0,16.0,1024,h335,335,11,16
1,1024,patch1,0,16.0,16.0,1024,h336,336,11,17
1,1024,patch1,0,16.0,16.0,1024,h337,337,11,18
1,1024,patch1,0,16.0,16.0,1024,h338,338,11,19
1,1024,patch1,0,16.0,16.0,1024,h339,339,11,20
1,1024,patch1,0,16.0,16.0,1024,h340,340,11,21
1,1024,patch1,0,16.0,16.0,1024,h341,341,11,22
1,1024,patch1,0,16.0,16.0,1024,h342,342,11,23
1,1024,patch1,0,16.0,16.0,1024,h343,343,11,24
1,1024,patch1,0,16.0,16.0,1024,h344,344,11,25
1,1024,patch1,0,16.0,16.0,1024,h345,345,11,26
1,1024,patch1,0,16.0,16.0,1024,h346,346,11,27
1,1024,patch1,0,16.0,16.0,1024,h347,347,11,28
1,1024,patch1,0,16.0,16.0,1024,h348,348,11,29
1,1024,patch1,0,16.0,16.0,1024,h349,349,11,30
1,1024,patch1,0,16.0,16.0,1024,h350,350,11,31
1,1024,patch1,0,16.0,16.0,1024,h351,351,11,32
1,1024,patch1,0,16.0,16.0,1024,h352,352,12,1
1,1024,patch1,0,16.0,16.0,1024,h353,353,12,2
1,1024,patch1,0,16.0,16.0,1024,h354,354,12,3
1,1024,patch1,0,16.0,16.0,1024,h355,355,12,4
1,1024,patch1,0,16.0,16.0,1024,h356,356,12,5
1,1024,patch1,0,16.0,16.0,1024,h357,357,12,6
1,1024,patch1,0,16.0,16.0,1024,h358,358,12,7
1,1024,patch1,0,16.0,16.0,1024,h359,359,12,8
1,1024,patch1,0,16.0,16.0,1024,h360,360,12,9
1,1024,patch1,0,16.0,16.0,1024,h361,361,12,10
1,1024,patch1,0,16.0,16.0,1024,h362,362,12,11
1,1024,patch1,0,16.0,16.0,1024,h363,363,12,12
1,1024,patch1,0,16.0,16.0,1024,h364,364,12,13
1,1024,patch1,0,16.0,16.0,1024,h365,365,12,14
1,1024,patch1,0,16.0,16.0,1024,h366,366,12,15
1,1024,patch1,0,16.0,16.0,1024,h367,367,12,16
1,1024,patch1,0,16.0,16.0,1024,h368,368,12,17
1,1024,patch1,0,16.0,16.0,1024,h369,369,12,18
1,1024,patch1,0,16.0,16.0,1024,h370,370,12,19
1,1024,patch1,0,16.0,16.0,1024,h371,371,12,20
1,1024,patch1,0,16.0,16.0,1024,h372,372,12,21
1,1024,patch1,0,16.0,16.0,1024,h373,373,12,22
1,1024,patch1,0,16.0,16.0,1024,h374,374,12,23
1,1024,patch1,0,16.0,16.0,1024,h375,375,12,24
1,1024,patch1,0,16.0,16.0,1024,h376,376,12,25
1,1024,patch1,0,16.0,16.0,1024,h377,377,12,26
1,1024,patch1,0,16.0,16.0,1024,h378,378,12,27
1,1024,patch1,0,16.0,16.0,1024,h379,379,12,28
1,1024,patch1,0,16.0,16.0,1024,h380,380,12,29
1,1024,patch1,0,16.0,16.0,1024,h381,381,12,30
1,1024,patch1,0,16.0,16.0,1024,h382,382,12,31
1,1024,patch1,0,16.0,16.0,1024,h383,383,12,32
1,1024,patch1,0,16.0,16.0,1024,h384,384,13,1
1,1024,patch1,0,16.0,16.0,1024,h385,385,13,2
1,1024,patch1,0,16.0,16.0,1024,h386,386,13,3
1,1024,patch1,0,16.0,16.0,1024,h387,387,13,4
1,1024,patch1,0,16.0,16.0,1024,h388,388,13,5
1,1024,patch1,0,16.0,16.0,1024,h389,389,13,6
1,1024,patch1,0,16.0,16.0,1024,h390,390,13,7
1,1024,patch1,0,16.0,16.0,1024,h391,391,13,8
1,1024,patch1,0,16.0,16.0,1024,h392,392,13,9
1,1024,patch1,0,16.0,16.0,1024,h393,393,13,10
1,1024,patch1,0,16.0,16.0,1024,h394,394,13,11
1,1024,patch1,0,16.0,16.0,1024,h395,395,13,12
1,1024,patch1,0,16.0,16.0,1024,h396,396,13,13
1,1024,patch1,0,16.0,16.0,1024,h397,397,13,14
1,1024,patch1,0,16.0,16.0,1024,h398,398,13,15
1,1024,patch1,0,16.0,16.0,1024,h399,399,13,16
1,1024,patch1,0,16.0,16.0,1024,h400,400,13,17
1,1024,patch1,0,16.0,16.0,1024,h401,401,13,18
1,1024,patch1,0,16.0,16.0,1024,h402,402,13,19
1,1024,patch1,0,16.0,16.0,1024,h403,403,13,20
1,1024,patch1,0,16.0,16.0,1024,h404,404,13,21
1,1024,patch1,0,16.0,16.0,1024,h405,405,13,22
1,1024,patch1,0,16.0,16.0,1024,h406,406,13,23
1,1024,patch1,0,16.0,16.0,1024,h407,407,13,24
1,1024,patch1,0,16.0,16.0,1024,h408,408,13,25
1,1024,patch1,0,16.0,16.0,1024,h409,409,13,26
1,1024,patch1,0,16.0,16.0,1024,h410,410,13,27
1,1024,patch1,0,16.0,16.0,1024,h411,411,13,28
1,1024,patch1,0,16.0,16.0,1024,h412,412,13,29
1,1024,patch1,0,16.0,16.0,1024,h413,413,13,30
1,1024,patch1,0,16.0,16.0,1024,h414,414,13,31
1,1024,patch1,0,16.0,16.0,1024,h415,415,13,32
1,1024,patch1,0,16.0,16.0,1024,h416,416,14,1
1,1024,patch1,0,16.0,16.0,1024,h417,417,14,2
1,1024,patch1,0,16.0,16.0,1024,h418,418,14,3
1,1024,patch1,0,16.0,16.0,1024,h419,419,14,4
1,1024,patch1,0,16.0,16.0,1024,h420,420,14,5
1,1024,patch1,0,16.0,16.0,1024,h421,421,14,6
1,1024,patch1,0,16.0,16.0,1024,h422,422,14,7
1,1024,patch1,0,16.0,16.0,1024,h423,423,14,8
1,1024,patch1,0,16.0,16.0,1024,h424,424,14,9
1,1024,patch1,0,16.0,16.0,1024,h425,425,14,10
1,1024,patch1,0,16.0,16.0,1024,h426,426,14,11
1,1024,patch1,0,16.0,16.0,1024,h427,427,14,12
1,1024,patch1,0,16.0,16.0,1024,h428,428,14,13
1,1024,patch1,0,16.0,16.0,1024,h429,429,14,14
1,1024,patch1,0,16.0,16.0,1024,h430,430,14,15
1,1024,patch1,0,16.0,16.0,1024,h431,431,14,16
1,1024,patch1,0,16.0,16.0,1024,h432,432,14,17
1,1024,patch1,0,16.0,16.0,1024,h433,433,14,18
1,1024,patch1,0,16.0,16.0,1024,h434,434,14,19
1,1024,patch1,0,16.0,16.0,1024,h435,435,14,20
1,1024,patch1,0,16.0,16.0,1024,h436,436,14,21
1,1024,patch1,0,16.0,16.0,1024,h437,437,14,22
1,1024,patch1,0,16.0,16.0,1024,h438,438,14,23
1,1024,patch1,0,16.0,16.0,1024,h439,439,14,24
1,1024,patch1,0,16.0,16.0,1024,h440,440,14,25
1,1024,patch1,0,16.0,16.0,1024,h441,441,14,26
1,1024,patch1,0,16.0,16.0,1024,h442,442,14,27
1,1024,patch1,0,16.0,16.0,1024,h443,443,14,28
1,1024,patch1,0,16.0,16.0,1024,h444,444,14,29
1,1024,patch1,0,16.0,16.0,1024,h445,445,14,30
1,1024,patch1,0,16.0,16.0,1024,h446,446,14,31
